[2025-10-09 23:44:51] This is codeql database index-files --include-extension=.yaml --include-extension=.yml --size-limit=5m --language yaml -- /home/ateske/codeql-data/Static_Analysis_CodeQL_Info/codeql_python_databases/buggy-clusterfuzz-codeql-db
[2025-10-09 23:44:51] Log file was started late.
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/cloud...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/cloud/gcs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/cloud/db...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/cloud/db/types...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/cloud/stackdriver...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/testing...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/testing/metadata...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/testing/gcs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/testing/config...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/testing/emulators...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/fuzzers...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/fuzzers/testdata...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/fuzzers/testdata/util...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/toy...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/bots...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/bots/tasks...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/bots/heartbeat...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/base...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/base/config...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/base/persist...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/base/logs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/base/environ...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/base/fs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/base/buckets...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/base/process...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/server...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/server/cron...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/server/appengine...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/untrusted_runner...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/go/untrusted_runner/worker...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/libs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/libs/query...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/libs/issue_management...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/libs/issue_management/monorail...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/libs/issue_management/jira...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/resources...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/resources/favicon...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/handlers...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/handlers/testcase_detail...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/handlers/reproduce_tool...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/handlers/cron...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/handlers/cron/helpers...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/handlers/performance_report...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/templates...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/crash-stats-chart...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/testcase-list...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/testcase-list/test...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/revisions-info...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/performance-report...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/date-time-picker-style...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/impact-button...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/if-else...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/if-else/test...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/ajax-dialog...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/ajax-dialog/test...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/page-title...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/paginated-list...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/paginated-list/test...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/render-either...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/render-either/test...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/confirm-dialog...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/common/confirm-dialog/test...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/configuration...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/commit-range-list...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/testcase-detail...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/testcase-detail/test...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/fuzzer-stats...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/bots...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/crash-stats...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/oss-fuzz-home...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/upload-testcase...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/jobs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/fuzzers-page...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/technology...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/components/corpora-page...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/stylesheets...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/private/javascripts...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/local...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/local/remote...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/local/remote/handlers...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/local/butler...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/local/butler/scripts...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/local/butler/scripts/migration...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/src/local/butler/reproduce_tool...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/info...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/branches...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/objects...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/objects/info...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/objects/pack...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/logs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/logs/refs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/logs/refs/heads...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/logs/refs/remotes...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/logs/refs/remotes/origin...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/refs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/refs/heads...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/refs/remotes...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/refs/remotes/origin...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/refs/tags...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/.git/hooks...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/builds...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/build-urls...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs/fuzzer-testcases-disk...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs/fuzzers...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs/mutator-plugins...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs/fuzzer-common-data-bundles...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs/crash-stacks...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs/images...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs/fuzzer-testcases...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs/symbols...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs/user-profile-dirs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/inputs/data-bundles...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/cache...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/logs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/bot/tmp...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/firefox...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/platform...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/platform/android_kernel...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/platform/linux...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/platform/linux/radamsa...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/platform/linux/peach...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/platform/linux/peach/pits...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/platform/mac...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/platform/windows...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/platform/android...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/resources/platform/android/third_party...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/production-setup...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/contributing-code...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/assets...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/assets/js...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/reference...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/images...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/clusterfuzz...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/getting-started...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/using-clusterfuzz...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/using-clusterfuzz/ui-overview...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/using-clusterfuzz/workflows...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/using-clusterfuzz/advanced-features...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/setting-up-fuzzing...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docs/setting-up-fuzzing/heartbleed...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/ci...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/base...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/high-end...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/ml-with-gpu...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/chromium...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/chromium/tests-syncer...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/chromium/python-profiler...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/chromium/base...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/chromium/high-end...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/chromium/ml-with-gpu...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/chromium/builder...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/chromium/base3...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/fuchsia...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/oss-fuzz...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/oss-fuzz/host3...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/oss-fuzz/host...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/oss-fuzz/base...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/oss-fuzz/worker3...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/oss-fuzz/worker...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/docker/oss-fuzz/host-high-end...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/local...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/local/bin...
[2025-10-09 23:44:52] [PROGRESS] resolve files> Scanning /home/ateske/buggy_clusterfuzz/clusterfuzz/local/tests...
[2025-10-09 23:44:52] Plumbing command codeql resolve files completed:
                      [
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/.travis.yml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/bot/env.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/cloudbuild.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/cloudbuild3.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/bigquery/datasets.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gae/auth.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gae/config.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gae/prod/app.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gae/prod/cron-service.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gae/prod/cron.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gae/prod/go-cron-service.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gae/staging/go-cron-service-staging.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gae/staging/staging.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gce/clusters.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gce/linux-init-ml-with-gpu.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/gce/linux-init.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/issue_trackers/config.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/monitoring/alerts.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/monitoring/dashboard.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/monitoring/regions.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/project.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/pubsub/queues.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/configs/test/redis/instance.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/docker/cloudbuild.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/docs/_config.yml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/src/appengine/index.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/appengine/libs/handler_data/auth.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/config/local_config_data/a.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/config/local_config_data/aa/bb/cc.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/config/local_config_data/ambiguous/a.yaml",
                        "/home/ateske/buggy_clusterfuzz/clusterfuzz/src/python/tests/core/config/local_config_data/ambiguous/a/b.yaml",
